ApplStandard,Brand,Cap,Combination,Control,Country,Depth,Height,Model Name,Model No,N-Standard,New CEC,New SRI,New Star,Prog Name,Prog Time,Sold_in,SubmitStatus,Submit_ID,Test_Moist_Remove,Tot_Wat_Cons,Type,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Hafele,6,False,Autosensing,China,540.0,840.0,,538.91.500,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,COTT+/FULL HEAT,192.0,Australia,Approved,61620,5.9,,Vented,595.0,2016-11-28,,Single product class,Available,,http://www.hafele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,7,False,Autosensing,Sweden,595.0,850.0,,T784HP,AS/NZS 2442.1:1996/Amdt 4:2006,164,6.02301877883,6.0,Auto Normal Dry,202.0,Australia,Approved,62611,5.53,0.0,Condenser,595.0,2016-12-20,,Single product class,Unavailable,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T794C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T784C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ASKO,6.5,False,Autosensing,Sweden,595.0,850.0,Each individual model number listed above,T754C,AS/NZS 2442.1:1996/Amdt 4:2006,292,2.01736018503,2.0,Auto Normal Dry  ,144.0,Australia,Approved,60962,5.1,0.0,Condenser,595.0,2016-11-08,,Single product class,Available,http://asko.com.au/,http://www.asko.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,EUROTAG,6,False,Autosensing,China,555.0,850.0,,DV-60Q1E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Tumble dryer,180.0,"Australia,Fiji,New Zealand",Approved,60395,4.727,,Vented,595.0,2016-11-15,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HOOVER,7,False,Autosensing,Turkey,600.0,850.0,Each individual model number listed above,DYC 8713BX,AS/NZS 2442.1:1996,346,1.42926253431,1.0,Bone dry,227.0,"Australia,New Zealand",Approved,59825,5.749,,Condenser,600.0,2016-08-07,,Single product class,Available,http://www.candy-group.com/,http://www.andico.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,7,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD1102XVM,AS/NZS 2442.1:1996,305,2.20533827417,2.0,Cupboard dry,365.0,"Australia,New Zealand",Approved,59306,5.617,114.08,Condenser,,2016-07-25,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MISTRAL,4,False,Timer,China,,,single,MTD4,AS/NZS 2442.1:1996,192,1.60971914441,1.5,200 minutes; strong heat,200.0,"Australia,New Zealand",Approved,58249,3.116,,Vented,,2016-08-07,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,4,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,WD0754W8E,AS/NZS 2442.1:1996,165,2.54222527521,2.5,Drying course + Intensive,278.0,"Australia,New Zealand",Approved,57346,3.264,71.8,Condenser,,2016-04-16,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Teco,5,False,Autosensing,China,,,Each individual model number listed above,CD5100A**,AS/NZS 2442.1:1996,211,2.4021240062,2.0,Extra dry + full,170.0,"Australia,New Zealand",Approved,57155,4.008,,Vented,,2016-05-09,,Single product class,Unavailable,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,6,False,Timer,China,,,Each individual model number listed above,AWD60A,AS/NZS 2442.1:1996,334,0.697945277216,1.0,Extra Dry,180.0,"Australia,Fiji,New Zealand",Approved,56738,4.924,,Vented,,2016-04-26,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Cell-Sun,6,False,Autosensing,China,,,Each individual model number listed above,GDZ60-09E,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra dry / full HEAT,197.0,"Australia,Fiji,New Zealand,Other",Approved,67994,4.84,,Vented,,2017-10-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Cell-Sun,6,False,Autosensing,China,,,Each individual model number listed above,GDZ60-09EF,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra dry / full HEAT,197.0,"Australia,Fiji,New Zealand,Other",Approved,67994,4.84,,Vented,,2017-10-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Cell-Sun,6,False,Autosensing,China,,,Each individual model number listed above,GDZ60-08E,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra dry / full HEAT,197.0,"Australia,Fiji,New Zealand,Other",Approved,67994,4.84,,Vented,,2017-10-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Cell-Sun,6,False,Autosensing,China,,,Each individual model number listed above,GDZ60-08EF,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra dry / full HEAT,197.0,"Australia,Fiji,New Zealand,Other",Approved,67994,4.84,,Vented,,2017-10-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,STIRLING,6,False,Autosensing,China,,,single,SCD6E,AS/NZS 2442.1:1996,265,2.12184812783,2.0,Extra Dry/Full Heat,230.0,Australia,Approved,48193,4.702,,Vented,,2015-01-31,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,8,False,Autosensing,Italy,,,Each individual model number listed above,AQCF 851 B U,AS/NZS 2442.1:1996,353,2.12765570672,2.0,"Auto cotton, high heat, extra dry ",213.0,"Australia,New Zealand",Approved,48032,6.483,,Condenser,,2015-01-19,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,VENTO,6,False,Autosensing,China,545.0,840.0,,GDZ60-09E-V,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Extra dry/ full Heat,220.0,"Australia,New Zealand",Approved,78012,4.84,,Vented,595.0,2019-02-07,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,DAEWOO,5,True,Autosensing,"""Korea, Republic of""",,,Each individual model number listed above,DWC-LD1412,AS/NZS 2442.1:1996,220,2.14511140462,2.0,Cupboard,212.0,"Australia,New Zealand",Approved,51782,4.004,44.86,Condenser,,2015-06-02,,Single product class,Available,,http://Daewoo Electronics Corp.
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,8,False,Autosensing,"""Korea, Republic of""",640.0,850.0,,TD-C8031E,AS/NZS 2442.1:1996/Amdt 4:2006,356,2.07558377919,2.0,Cotton Extra,235.0,"Australia,New Zealand",Approved,78641,6.297,0.0,Condenser,600.0,2019-02-04,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Fulgor,7,False,Autosensing,Italy,,,,DH 8011,AS/NZS 2442.1:1996/Amdt 4:2006,159,6.21353335889,6.0,Bone Dry,245.2,"Australia,Fiji,New Zealand",Approved,77800,5.561,0.0,Condenser,,2019-03-07,,Single product class,Available,http://www.fulgor.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Omega,6,False,Timer,China,,,,OCD6W,AS/NZS 2442.1:1996/Amdt 4:2006,266,2.09867247188,2.0,Timer Used,216.0,"Australia,New Zealand",Approved,70063,4.701,,Vented,,2018-01-09,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,RANKARENA,6,False,Autosensing,China,555.0,850.0,,DV-60Q1E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,180.0,"Australia,Fiji,New Zealand",Approved,75325,4.727,,Vented,595.0,2019-04-28,,Single product class,Unavailable,http://www.crossmarkasia.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Galanz,6,False,Autosensing,China,,,Each individual model number listed above,DV-60Q9EU,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,strong,180.0,"Australia,Fiji,New Zealand",Approved,73232,4.8,,Vented,,2018-07-19,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Galanz,6,False,Autosensing,China,,,Each individual model number listed above,DV-60Q8EU,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,strong,180.0,"Australia,Fiji,New Zealand",Approved,73232,4.8,,Vented,,2018-07-19,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Galanz,6,False,Autosensing,China,,,Each individual model number listed above,DV-60Q5EU,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,strong,180.0,"Australia,Fiji,New Zealand",Approved,73232,4.8,,Vented,,2018-07-19,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Westinghouse,5,False,Autosensing,Thailand,580.0,800.0,,WDV5051,AS/NZS 2442.1:1996/Amdt 4:2006,222,2.08942659579,2.0,"Normal Dry, Normal Temperature",130.0,New Zealand,Approved,79222,4.12,,Vented,600.0,2019-03-03,,Single product class,Available,,http://www.westinghouse.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,4,False,Timer,Thailand,,,Each individual model number listed above,DE40F56A*,AS/NZS 2442.1:1996,212,1.0,1.0,Regular,112.0,"Australia,New Zealand",Approved,57341,3.14,,Vented,,2016-07-06,,Single product class,Available,,http://www.fisherpaykel.com
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,False,Autosensing,Poland,,,,EDH3284PDW,AS/NZS 2442.1:1996/Amdt 4:2006,168,6.6963793614,6.0,Cottons Extra Dry,247.0,"Australia,Fiji,New Zealand,Other",Approved,69553,6.416,0.0,Condenser,,2018-01-03,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,8,False,Autosensing,Poland,,,,EDC2086PDW,AS/NZS 2442.1:1996/Amdt 4:2006,357,2.05832393792,2.0,Cottons Strong Dry,215.0,"Australia,New Zealand,Other",Approved,69226,6.3647,0.0,Condenser,,2017-11-20,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,INDESIT,7,False,Autosensing,United Kingdom,584.0,850.0,,IDVA735X,AS/NZS 2442.1:1996/Amdt 4:2006,294,2.43135507961,2.0,Program 1 Cottons - Ready to Wear,156.0,"Australia,Fiji,New Zealand",Approved,79406,5.48,,Vented,595.0,2019-03-17,,Single product class,Available,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,7,False,Autosensing,Poland,,,,EDP2074PDW,AS/NZS 2442.1:1996/Amdt 4:2006,314,2.02639783079,2.0,"Cottons, Strong Dry",191.0,"Australia,Fiji,New Zealand,Other",Approved,69933,5.5196,0.0,Condenser,,2017-12-21,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,5,False,Autosensing,Thailand,,,,EDV5051,AS/NZS 2442.1:1996/Amdt 4:2006,222,2.08942659579,2.0,Normal Dry/Normal Temperature,130.0,"Fiji,New Zealand",Approved,75564,4.12,,Vented,,2018-10-03,,Single product class,Available,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HIGHLANDER,6,False,Autosensing,China,555.0,850.0,,DV-60Q1E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,180.0,"Australia,Fiji,New Zealand",Approved,75321,4.727,,Vented,595.0,2019-03-12,,Single product class,Unavailable,http://www.crossmarkasia.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,6,False,Autosensing,China,560.0,830.0,,SDRY60CE,AS/NZS 2442.1:1996/Amdt 4:2006,293,1.50381068849,1.5,"Cottons, Extra Dry",189.0,"Australia,Fiji,New Zealand",Approved,66609,4.76,,Vented,600.0,2017-08-14,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,King Fisher,6,False,Autosensing,China,530.0,840.0,,KFCD06,AS/NZS 2442.1:1996/Amdt 4:2006,265,2.12184812783,2.0,Full Heat / Extra Dry,230.0,Australia,Approved,65551,4.702,,Vented,595.0,2017-08-23,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ARISTON,8,False,Autosensing,United Kingdom,630.0,850.0,,AQC8 BF7 T1,AS/NZS 2442.1:1996/Amdt 4:2006,342,2.32244729173,2.0,"Cottons, Ready to wear - High Heat",190.0,"Australia,Fiji,New Zealand",Approved,77557,6.301,0.0,Condenser,595.0,2018-12-05,,Single product class,Unavailable,,http://www.indesit.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,FISHER & PAYKEL,8,False,Autosensing,China,,,,DE8060P1,AS/NZS 2442.1:1996/Amdt 4:2006,355,2.09289217143,2.0,Everyday,215.0,"Australia,New Zealand",Approved,70873,6.337,0.0,Condenser,,2018-03-19,,Single product class,Available,http://www.fisherpaykel.co.nz/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,HIGHLANDER,3.5,True,Autosensing,China,640.0,845.0,,XQG70-DA112PE,AS/NZS 2442.1:1996/Amdt 4:2006,134,3.00109047667,3.0,Cottons Drying 198 min Program,198.0,"Australia,Fiji,New Zealand",Approved,75440,2.721,0.0,Condenser,595.0,2019-03-29,,Single product class,Unavailable,http://www.crossmarkasia.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,8,False,Autosensing,France,600.0,855.0,The family name designated above,WDEHP80C*,AS/NZS 2442.1:1996/Amdt 4:2006,155,7.19194540244,6.0,Cotton Cupboard Dry Drying Level 3,243.0,"Australia,Fiji,New Zealand",Approved,70957,6.339,0.0,Condenser,600.0,2018-03-25,,Single product class,Unavailable,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BOSCH,7,False,Autosensing,Poland,,,Each individual model number listed above,WTY88700AU,AS/NZS 2442.1:1996/Amdt 4:2006,109,8.53668624426,6.0,"Cottons, EcoPerfect, Cupboard dry extra, 1000rpm",225.0,"Australia,New Zealand",Approved,64609,5.566,0.0,Condenser,,2017-05-01,,Single product class,Unavailable,,http://www.bosch-home.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,4.5,True,Autosensing,"""Korea, Republic of""",640.0,850.0,Each individual model number listed above,WD14130RD6,AS/NZS 2442.1:1996/Amdt 4:2006,215,1.6382720002,1.5,"Dry Only, 1400 rpm, Eco dry",261.0,"Australia,New Zealand",Approved,63978,3.608,23.8,Condenser,600.0,2017-03-19,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,LG,4.5,True,Autosensing,"""Korea, Republic of""",640.0,850.0,Each individual model number listed above,WD14130FD6,AS/NZS 2442.1:1996/Amdt 4:2006,215,1.6382720002,1.5,"Dry Only, 1400 rpm, Eco dry",261.0,"Australia,New Zealand",Approved,63978,3.608,23.8,Condenser,600.0,2017-03-19,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,8,False,Autosensing,"Germany,Czech Republic",,,,T 8861 WP,AS/NZS 2442.1:1996/Amdt 4:2006,149,7.43486363415,6.0,Cotton Extra dry,195.0,"Australia,New Zealand",Approved,67348,6.273,0.0,Condenser,,2017-08-20,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,False,Autosensing,Turkey,598.0,846.0,,DPU 7360 GX,AS/NZS 2442.1:1996/Amdt 4:2006,163,6.06065271499,6.0,Cottons-Extra Dry,225.0,"Australia,New Zealand",Approved,62311,5.59,0.0,Condenser,595.0,2016-11-26,,Single product class,Unavailable,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,BEKO,7,False,Autosensing,Turkey,598.0,846.0,,DPU 7390 GX,AS/NZS 2442.1:1996/Amdt 4:2006,103,8.88506962443,6.0,Cottons-Extra Dry,172.0,"Australia,New Zealand",Approved,69293,5.638,0.0,Condenser,595.0,2017-11-14,,Single product class,Available,http://www.beko.com/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Rank Arena,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q9E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,180.0,"Australia,Fiji,New Zealand",Approved,80009,4.727,,Vented,595.0,2019-04-30,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Rank Arena,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q8E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,180.0,"Australia,Fiji,New Zealand",Approved,80009,4.727,,Vented,595.0,2019-04-30,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Rank Arena,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q3E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,180.0,"Australia,Fiji,New Zealand",Approved,80009,4.727,,Vented,595.0,2019-04-30,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Rank Arena,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q1E,AS/NZS 2442.1:1996/Amdt 4:2006,252,2.43135507961,2.0,Cottons Strong,180.0,"Australia,Fiji,New Zealand",Approved,80009,4.727,,Vented,595.0,2019-04-30,,Single product class,Unavailable,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Indesit,4.5,True,Autosensing,Italy,535.0,850.0,Each individual model number listed above,IWDC 7125 B (AUS)1,AS/NZS 2442.1:1996/Amdt 4:2006,193,2.3024890213,2.0,11 Cottons Cupboard Dry,283.0,"Australia,Fiji,New Zealand",Approved,81299,3.616,33.05,Condenser,595.0,2019-06-20,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Indesit,4.5,True,Autosensing,Italy,535.0,850.0,Each individual model number listed above,IWDC 7125 B (AUS),AS/NZS 2442.1:1996/Amdt 4:2006,193,2.3024890213,2.0,11 Cottons Cupboard Dry,283.0,"Australia,Fiji,New Zealand",Approved,81299,3.616,33.05,Condenser,595.0,2019-06-20,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Gorenje,7,False,Autosensing,Slovenia,600.0,850.0,,D722CM,AS/NZS 2442.1:1996/Amdt 4:2006,291,2.49446465213,2.0,"Cotton Ultra, Extra dry",170.3,"Australia,Fiji,New Zealand",Approved,81699,5.569,,Vented,600.0,2019-06-23,,Single product class,,http://www.gorenje.si/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,V-ZUG,7,False,Autosensing,Switzerland,600.0,850.0,,12001,AS/NZS 2442.1:1996/Amdt 4:2006,112,8.36962269573,6.0,"Normal dry, Dryness setting 4",176.0,"Australia,New Zealand",Approved,73718,5.556,0.0,Condenser,600.0,2018-08-14,,Single product class,Available,,http://www.vzug.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Omega,4,False,Timer,China,,,,OCD4W,AS/NZS 2442.1:1996/Amdt 4:2006,180,2.00683301501,2.0,Timer Used,141.7,"Australia,New Zealand",Approved,70048,3.131,,Vented,,2018-01-09,,Single product class,Available,http://www.chinajinhuan.com/,http://www.omegaappliances.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Panasonic,7,False,Autosensing,China,,,,NH-P70G2WAU,AS/NZS 2442.1:1996/Amdt 4:2006,121,7.89403702371,6.0,"Cotton Extra Dry, Drying Level 3, 1000rpm, Eco",231.0,"Australia,New Zealand",Approved,73002,5.546,0.0,Condenser,,2018-07-31,,Single product class,Available,,http://N/A
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,8,False,Autosensing,"""Korea, Republic of""",,,,DV80F5E5HGW,AS/NZS 2442.1:1996/Amdt 4:2006,153,7.2718572968,6.0,"Cotton Extra Dry, Drying Level 3",228.0,"Australia,Fiji,New Zealand",Approved,75156,6.311,0.0,Condenser,,2018-09-11,,Single product class,Available,,http://www.samsung.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SIEMENS,7,False,Autosensing,Poland,,,Each individual model number listed above,WT48Y780AU,AS/NZS 2442.1:1996/Amdt 4:2006,109,8.53668624426,6.0,"Cottons, EcoPerfect, Cupboard dry extra, 1000rpm",225.0,"Australia,New Zealand",Approved,64612,5.566,0.0,Condenser,,2017-05-01,,Single product class,Unavailable,,http://www.siemens-home.com.au/
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,10,False,Autosensing,Germany,,,,PT 7188,AS/NZS 2442.1:1996/Amdt 4:2006,485,1.54595557504,1.5,Cottons Extra dry,109.0,"Australia,New Zealand",Approved,70650,9.937,,Vented,,2018-02-22,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,MIELE,7,False,Autosensing,"Germany,Czech Republic",,,,T 7950 WP,AS/NZS 2442.1:1996/Amdt 4:2006,127,7.59624684621,6.0,Cottons Normal Plus,167.0,"Australia,New Zealand",Approved,62861,5.525,0.0,Condenser,,2017-02-06,,Single product class,Unavailable,http://www.miele.com.au/,http://www.miele.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,SAMSUNG ELECTRONICS,8,True,Autosensing,China,,,,WD10F8K9ABG,AS/NZS 2442.1:1996/Amdt 4:2006,332,2.5050461326,2.5,"Drying, Cupboard Dry, Extra High Spin",419.0,"Australia,Fiji,New Zealand",Approved,78231,6.377,1.2,Condenser,,2019-01-22,,Single product class,Available,,http://www.samsung.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,ELECTROLUX,6,True,Autosensing,Thailand,,,,EWW14912,AS/NZS 2442.1:1996/Amdt 4:2006,222,3.21127472362,3.0,Regular Extra Dryness,256.0,"Australia,Fiji,New Zealand,Other",Approved,70015,4.814,42.0,Condenser,,2018-01-03,,Single product class,Unavailable,,http://www.electrolux.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Tongtel,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q9EU,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,Strong,180.0,"Australia,Fiji,New Zealand",Approved,77922,4.8,,Vented,595.0,2019-01-31,,Single product class,Unavailable,,http://www.hifu.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Tongtel,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q8EU,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,Strong,180.0,"Australia,Fiji,New Zealand",Approved,77922,4.8,,Vented,595.0,2019-01-31,,Single product class,Unavailable,,http://www.hifu.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Tongtel,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q5EU,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,Strong,180.0,"Australia,Fiji,New Zealand",Approved,77922,4.8,,Vented,595.0,2019-01-31,,Single product class,Unavailable,,http://www.hifu.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,Tongtel,6,False,Autosensing,China,555.0,850.0,Each individual model number listed above,DV-60Q5E,AS/NZS 2442.1:1996/Amdt 4:2006,260,2.23905413595,2.0,Strong,180.0,"Australia,Fiji,New Zealand",Approved,77922,4.8,,Vented,595.0,2019-01-31,,Single product class,Unavailable,,http://www.hifu.com.au
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,8,False,Autosensing,France,600.0,855.0,,WCDE80DW,AS/NZS 2442.1:1996/Amdt 4:2006,355,2.09289217143,2.0,Cotton Cupboard Dry Dryness Level 2,197.0,"Australia,Fiji,New Zealand",Approved,79881,6.511,0.0,Condenser,600.0,2019-04-21,,Single product class,Available,http://www.whirlpool.com.au/,
Greenhouse and Energy Minimum Standards (Rotary Clothes Dryers) Determination 2012,WHIRLPOOL,8,False,Autosensing,France,600.0,855.0,,WDEHP80DW,AS/NZS 2442.1:1996/Amdt 4:2006,185,6.10326786373,6.0,Cotton Cupboard Dry Dryness Level 2,243.0,"Australia,Fiji,New Zealand",Approved,80156,6.339,0.0,Condenser,600.0,2019-05-01,,Single product class,Available,http://www.whirlpool.com.au/,